X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
1,6.446751836557832,0.24547436164683584,1.9690902650626878,0.6179284409082628,10.376993279289247,1.372644263954749,1,0,1,1,1
1,7.112061720274242,0.18767972295426782,12.649224184766421,4.717807593022253,11.348728296194343,1.3647074139080524,1,1,0,0,1
1,7.376299458622502,0.07390325532242839,7.820795769877754,5.08065736523837,2.8754979746851372,0.1323718865157386,0,1,1,0,0
1,7.144437191504811,2.1750565538141378,0.16077570447160483,0.7500234718139498,5.013519895054433,3.9380084044718893,1,1,1,1,1
1,8.195133584511122,0.4550943075813211,15.84679077094591,3.7901851301852063,7.905549725427069,1.8773993509543714,0,1,1,1,0
1,6.587383053084565,1.2654365332194664,9.527531242090268,1.0699612905126568,5.9028000729267704,2.5113462394367785,0,0,0,1,1
1,7.587919999297886,0.4014630592012126,6.648015479355768,3.2650241747242865,0.41154681494138345,1.8041188570041657,1,0,0,0,0
1,5.399910158381725,3.0782893479065208,0.8430873034103362,14.287214001449266,4.255186455667515,0.5716791335907382,1,1,0,0,0
1,6.124394894572027,5.266041291661612,1.637050486730962,1.3365103339182938,1.7524924303775955,6.039489885257064,0,0,0,0,0
1,7.362462058662469,0.957227260853198,1.66616792800131,5.265364791359689,0.9247869691478401,1.1124503156872896,1,1,0,0,0
1,7.989292763409765,1.0072932728922555,3.0495573596053758,6.912754177154331,2.1778185690807192,2.4447676182550877,0,0,1,1,1
1,7.923516474243634,12.569151843131253,4.459130235005305,4.206027774149393,7.564995769598917,0.31310440817603463,0,1,1,1,1
1,5.48239369378689,0.1323172151601373,1.569497352986917,0.1198378218814835,0.1913295172269,2.5148834722968347,0,1,1,1,1
1,6.820963175577433,0.04212282553604239,3.7555577485543137,0.29372809155132956,5.52467470788299,3.470000512883833,0,1,1,0,1
1,7.2032212218586755,4.593022974855508,3.5773376338359517,1.7132779269999572,0.7201290043165525,3.1975810622892538,0,1,1,1,0
1,6.922777611284164,0.9664562735514851,3.173043654471408,2.6353382409509583,3.184741566544318,5.625039330749272,0,1,1,1,0
