X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
1,6.931119269928705,2.440135492546924,1.124452158723035,2.447472927963661,3.6384139387033554,4.264949193937045,1,0,0,0,0
1,6.672706388031082,0.697072326991723,2.6330384156744358,3.2909065555109653,5.396607543196635,6.2230022390693,1,1,0,1,0
1,6.128142260548209,0.5469745546973461,12.217378406868635,1.2416026752269196,1.329060536972687,6.584446456302302,0,1,0,1,0
1,6.8323260544520465,8.532465572259882,0.7929800496431949,2.366469432463664,0.27438491115235425,0.914068968462653,0,0,0,0,0
1,6.808358144733009,4.058853044191968,0.1255575270641041,2.8605259011475628,5.999785927727074,2.276282105687347,0,1,0,0,1
1,6.39589448080692,10.109440634716462,0.6923589885050793,0.5304159155579145,7.301174673989267,1.2588421831037702,1,1,1,0,1
1,7.126001376171133,15.585805919827017,3.3189369048818698,1.9020575451534525,0.7039090114478006,5.392615439154875,1,0,1,0,1
0,2.0433418817828506,1.7698187301428632,1.9824684282238183,3.262311671723796,5.016657790882092,1.3273338385993032,1,0,0,1,0
1,6.3878719349888895,1.7194051888260165,0.4732001462447467,0.0937625282490621,7.436847780399068,5.769497454121377,0,0,1,1,0
1,6.2119922474643605,2.0336116811147025,0.4500177460667243,1.8010897638789893,1.33069198238439,4.704315435559154,0,1,1,1,0
1,6.68793594462282,0.45531986307133365,8.987473056452465,2.1629356713956036,2.5068272770587257,1.857774160231082,1,1,0,0,0
1,8.199424638345661,1.7217497705752154,0.25456522136650866,2.9901364546753637,14.820423493687494,0.1400122687784198,0,1,1,1,1
1,8.361316278127507,2.729928916211696,8.932469235233714,2.87721028437126,3.8953750039682618,15.967345408325254,0,0,0,0,1
1,10.086654988214011,9.541078536665468,4.222340084573806,12.805084694867757,5.128068563814704,3.5965804261414194,0,1,1,1,0
1,4.118674586683737,1.1739653589933805,0.23663253087821076,1.8303246080041875,0.38847329350215104,4.702563020479872,1,1,0,1,1
1,6.126224710585601,4.805132788299956,0.735559026910652,0.9029811797460383,1.2333944131851633,6.35659466128322,0,1,1,0,1
1,7.365017231246743,1.3550439723573426,0.9265870185662095,2.617563032288449,2.4011382370851306,4.146402979098321,0,0,1,0,0
1,7.0040979875060225,6.463291451531119,4.4828307697076495,4.212012323893945,2.790110372441648,1.3179456375887817,1,1,0,0,0
1,6.627824462449184,2.254428258787491,6.988948335658109,4.256813943323591,6.231744963064471,2.11440518082264,1,1,1,0,0
1,5.339322856500309,5.579052560116471,0.6565344275069378,0.525454416748382,0.09678080047551073,8.100674389739337,0,1,0,0,1
0,0.24736467889250635,0.3995892521102289,1.1178222785961356,1.359365687919892,4.23451013703027,0.3270816983959348,1,1,0,1,1
1,7.181912257127203,1.932548203232717,0.11363003746985346,14.634812387466232,5.8348699367278245,0.42538899701239463,0,0,1,0,1
1,6.907360314178534,10.123193964150826,2.5098912657550687,2.8334447942108856,0.4218218300558861,6.529425054441974,0,0,0,0,1
1,6.358197601775828,2.8082785373615877,1.2441618366326652,0.5966996775929008,11.788796805128488,3.2846626205631093,1,0,1,0,1
1,6.172183440628693,0.9492291131265009,0.3979678981172709,0.029712484422989807,6.05757093970777,2.8458133882325467,1,1,1,1,0
1,6.521981405284687,0.8249555190297869,1.6767501564212555,6.712529782246263,4.666057537513508,2.2965162161030395,0,1,0,0,0
1,7.6628511562842245,0.08413143313694048,9.75830604852842,5.998940888298866,2.7216936698633463,4.0858791304988005,0,0,1,1,0
1,7.683620386805533,2.3358877448853868,1.8070073909557307,0.7378858147031462,2.076693422608875,7.285762620723033,0,0,1,1,0
1,8.477528271588497,6.720651753708852,6.201520196728461,3.5543643097242,2.575404570684932,0.4021289273872429,0,0,0,0,1
1,6.754159018502957,7.098971587883966,4.807097730228345,5.361201177872319,8.599406398760514,1.9045885251423713,1,0,0,0,1
1,7.88096037014117,0.5995604361793427,2.7265911074032543,8.557202994382745,1.0823666996147823,12.276214475886471,0,1,0,1,0
1,7.545396679349752,4.1935908868343965,5.438736986884721,4.812767576642714,3.657406390775524,4.325880984509981,1,1,1,0,1
1,3.588176335150221,6.168617151662001,0.03720961206814654,0.2068938204016219,1.729154271917695,1.8446490041617727,1,0,1,0,0
1,5.966468026649595,2.353616592350612,4.006981283764862,1.0314822077461372,3.1290976314503123,10.703601436348322,1,1,1,0,1
1,7.823967674585996,0.34707320406312814,3.567553898938328,3.7619270033285024,2.7828249023116602,2.504631784102135,1,0,0,1,1
1,5.642593301775195,0.6129858185748587,0.310213263836608,1.292791259902407,0.7799870171073897,7.2012063392020025,0,1,0,1,0
1,6.865524928943547,1.789359369972863,4.42960174963744,5.343486892647694,5.525363285040863,2.295346772394205,0,0,0,0,0
1,8.255712780119175,1.4529929447874002,17.06688260363684,5.971665552519433,3.6149841506652862,16.34000996562336,0,1,1,1,0
1,7.07761458031017,5.740612927152234,0.37229746412482856,5.653975359131373,5.976728445037271,0.41957919516754405,0,1,1,1,1
1,5.603574621160207,0.25674265347173647,2.346547583592129,4.772760441109478,0.2041319944075402,2.234560139156818,0,1,1,1,0
1,6.9729151088456875,4.868040529378901,2.2020357843966294,2.8476883922516887,0.35025560193393235,13.807888791792283,0,1,1,1,1
1,7.020300174238628,3.4538031322176925,1.5996528328912174,8.438344313312918,1.7731249602649761,2.3023615146155443,1,0,0,1,1
1,5.388799603715123,1.4171746903520075,0.4945866601895501,0.30210801366739654,0.6879381076965272,7.230034268249235,1,1,0,0,0
1,6.685548367234868,3.160147918586156,6.549572465906216,0.97144371239004,0.011618853979344573,4.198845353350768,1,1,0,1,1
1,5.7002397049105955,8.45359540115799,9.711394881959535,0.17110103450615557,0.5680600670711535,1.071788243507599,1,0,1,0,1
1,6.8194648914621485,1.4662874500263983,0.9654232367232676,9.623693732585131,5.705472551234671,0.14854355067962854,0,0,1,1,0
1,6.000377764017441,4.185083459979131,0.8604093002426547,4.2972334714915705,2.184969890045323,2.4041603740602,0,0,0,1,0
1,6.925637037237864,1.0011142560759922,1.8372168839173038,3.7518702218442983,6.1559469049334306,1.4185289063857425,1,0,0,0,0
1,7.485681105641708,9.29512139525442,0.7594279729508915,2.761650364332812,3.023583693885761,1.0777112180920103,1,0,1,1,0
1,8.22128740765674,5.4557345247277595,3.4914094435806153,7.6628579924614595,4.774487698639047,3.0953060065715268,1,0,0,1,1
1,6.046436192052844,0.6244974298165286,4.386442302724681,2.7289708431129758,0.8757780518252609,5.105283658827526,1,1,0,1,0
1,6.784070031422643,6.692950810730212,1.8528433185456852,0.6401165834009245,1.5856119182472128,3.0782929677439683,1,1,1,0,1
1,8.048417045770988,1.3210874841185245,2.1977215183797516,3.017224117509763,3.058383876731774,14.392633672419517,0,0,0,0,1
1,8.017503777580865,24.19504370817904,1.0397355897705118,7.388713503317878,4.094155180599399,0.5719759367755782,0,0,1,1,0
1,7.730423249740699,0.07375855621754553,7.032734323634627,4.6245811343470935,4.117809448419871,2.1856501069138083,0,1,0,1,1
1,7.828129588334859,0.46404090199678355,7.954320347559777,0.8701213913713757,4.149706280904022,3.8318938186679743,0,1,0,1,0
1,7.871090392554002,11.954916968229613,3.440798233841307,0.04629190638193412,17.11388560054365,6.447238942871366,0,0,0,0,0
1,7.669157109399238,9.053182260489807,2.2346440974504085,4.4797688429951315,9.289512608325094,2.673933414021428,1,0,0,1,0
1,9.3534638762517,6.946667749047653,1.254342746590776,0.2325239074242166,3.7160967986382594,11.63704513122679,0,0,1,1,0
1,7.5729805716708185,0.42830292795596236,4.820564140461986,7.493468929536113,3.312852449227411,1.2491850157785156,0,1,0,1,0
1,5.635265708488477,5.207855222630781,4.333388189416423,2.6014496894382404,0.9187842650150396,4.556938659061583,1,1,0,0,0
1,7.525873127718443,1.1852165148597604,0.5607192081187379,4.8849096776337975,1.2646018161115933,2.408119207908871,0,1,1,1,1
1,4.907257207626033,4.565724853055946,1.568383723830232,11.269269251365374,2.6480429651913693,0.9688982736444042,0,1,1,1,0
1,8.068753257124035,1.0267250070316143,0.05816020200889184,3.575307301921821,2.617843839174197,1.5489291656753272,1,0,1,0,0
1,5.7891511163570994,1.5704776402863312,10.198924532210757,14.252168666133166,0.9623101845082135,0.020396509170576248,0,0,0,1,1
1,8.086313920490003,9.459460238512538,0.5625435205542052,5.362452291897047,7.625329919060932,1.357787226688601,1,0,1,1,1
1,7.4643855770090966,8.698424242158444,6.594549487854558,0.8362805408392942,4.1089363492040585,0.8162871571301167,1,1,1,0,0
1,7.532510506313267,2.9408648862878377,1.476883291610904,8.813830033378872,11.350199913203745,1.1713807885107397,0,0,0,1,1
1,5.050866936117566,0.6791832927737463,0.04873147037993084,0.6555098290875849,0.057345322800550366,1.3079414049498783,0,0,0,0,1
1,6.900364557141302,2.712367920144203,4.2991599409617205,0.8493722043725921,3.283516574006377,11.27175953636865,0,0,1,1,1
1,7.632101333389247,1.5507328727600387,7.088862299241555,8.340574588869352,1.1611596587690938,0.8487068772029659,0,1,0,0,1
1,5.886377351269156,5.358465180965355,6.027866872043611,5.395989541947903,1.6548876774173975,0.510945163975343,0,0,1,1,0
1,7.474912004917463,0.2396641309158247,0.38450858588056935,3.9979193573050757,2.81228281521826,5.470061108113714,1,0,1,1,1
1,6.780439563189039,8.982478438807199,1.6199297588114354,2.9508186709350155,0.45477216444646973,0.38317558021352655,1,1,0,0,1
1,7.2577955104479575,0.44726378729484506,0.2839878345872175,6.153593065792395,0.7307218222707844,0.669224040420792,1,1,0,1,0
1,7.886946489831926,1.0359264756313735,1.4898852129816842,0.28829429886105623,3.826058461685762,2.411760898345404,1,0,0,1,1
1,6.675165116310512,9.91698142473235,0.14350940637449863,1.448542528246814,1.4928323740792084,6.813096319352606,0,1,0,0,1
1,7.154137166043749,1.0636854038629133,1.0115310852832682,1.9699544894136372,15.133959436165505,6.2949629248233965,0,0,0,1,1
1,7.652107515446942,0.5904437074590322,10.603965317015952,2.4208297950033564,1.0353096068539296,2.91314182591693,0,0,1,1,0
1,6.3783478016146455,0.20519466527340025,4.10607276808645,0.6332982870007259,0.34042737660934214,1.2110634849502675,0,1,1,1,0
1,7.768996190509419,2.6075454304925487,0.18380397050523767,5.4033083670692115,6.437830108301151,3.121215151187465,1,0,1,0,0
1,8.785281445880882,18.432361524551943,7.997104532016385,5.424791307313752,6.153876251220418,10.817794452389204,1,1,0,0,1
1,8.676093304975407,6.157573962600473,4.39192891715828,3.9223742223795,0.27908170276220806,13.85301652996087,0,1,0,1,0
1,8.475810867917264,9.341200562421081,5.711579363780915,3.4678028545838004,20.245946604070618,2.139263009064997,0,1,1,1,0
1,6.367081791320913,1.6276804440664263,0.47987175556017647,2.7950439812789774,0.2935683759692077,10.451665940679703,0,0,1,0,1
1,8.83270641121419,7.259817166751698,6.642740267548038,2.4379222156450315,12.311068115751468,18.369799467219515,0,1,1,0,1
1,8.059666908201944,2.6255882927585517,0.1405085619594901,1.7960449146793334,6.528191223418107,2.8248538572941833,1,1,1,1,1
1,6.544646362289528,1.318795934760369,1.7591821821333746,1.588884064256536,0.7098958498342757,0.18773471999180938,1,0,0,0,0
1,5.08880258666552,0.29788116355087174,0.29807537046500787,0.48812652253034305,0.26849026782303,2.0458511647271003,0,0,1,0,1
1,7.086153256395813,2.2223166421308114,3.05410478886542,0.09170797502455101,6.664042510135833,0.15640283202803404,1,0,1,0,1
1,7.549215426517872,4.954797744913861,1.087221660385435,0.3341959254301123,4.470785160931194,6.138953148496768,0,1,1,0,1
1,6.431785014842351,4.81557509630108,1.6697967002804122,3.1244785406285516,2.6434481354991144,6.170660421223504,0,0,1,0,0
1,6.385183030373142,0.32805826828980356,2.9353440107302005,1.2497675463807358,4.317806578547413,4.641718253730329,1,0,1,1,1
1,6.919665037282654,10.30553072792399,1.9795248628541748,8.23724256937057,3.5011090433797354,1.4439444906340841,1,0,1,0,0
1,8.12431119214408,12.31762349554879,3.029182927526129,1.9372497634908472,1.3915755211212948,1.355403563926822,0,1,1,0,0
1,7.431460507279841,5.6617119684414146,0.21216339883983693,3.1294240375513143,2.970458782881686,0.5784946410926831,0,1,0,1,1
1,6.318528995160362,3.6431946301712292,3.4614469435771524,5.8175637066129875,0.8170506585521092,0.29322813238849,0,1,0,0,0
1,6.5878600976718,5.482035828524735,1.3243866656047705,0.5324850910128697,3.023634423913469,0.5195903335964472,1,1,0,1,0
1,6.946303182000919,3.9912216304495716,0.027918895852091185,1.183332195081332,3.670297502335416,1.4236005795966047,1,0,1,0,0
1,6.769121407392033,1.1825500911831135,1.7232158974183651,5.058542993705321,10.283155463385796,3.956603990036335,0,0,0,1,1
1,6.757321631421914,2.829399992923637,1.2536205391991255,5.061701935962137,0.5807960235353976,14.138732943540226,1,0,1,1,0
1,7.5786099144959636,3.3291427712716706,0.5697687496044179,1.433942527096827,5.260106144387959,3.2589382609697033,0,1,0,1,0
1,6.434418124421002,6.969192847004572,4.251190725231459,6.799622459707946,0.24248381652058182,5.015201538277369,0,1,1,1,1
