X,Y,Z1,Z2,Z3,Z4
1.0,0.7385775070054135,0.009414302010749089,0.1251231337364124,0.02629420826429853,2.5298193110185485
1.0,1.1558958935703283,2.8073024719869766,3.376090984428309,0.012849768086191654,6.186314463222443
1.0,4.3889729387708645,1.4370711844138657,0.34865964291609935,0.17299470464362898,3.674731056085521
1.0,1.3707605274705605,0.7450277223359578,0.1972668723011407,1.3201314503964088,0.12160613528324184
1.0,3.2283314244492654,8.110815639800084,2.0924688684334942,1.629985330632813,2.5167109728219796
1.0,1.9756672531623807,3.314622866842806,0.06148323248761148,0.032860273884388794,1.9865377983013817
1.0,1.486360321070881,7.374904795609028,6.201384578066088,1.4854357263881528,7.289581438365892
1.0,0.6045868584395182,3.738068265216551,0.8015124099969402,2.265026210236882,0.20032768223010428
1.0,2.3884072758118653,1.2275643846972242,3.236671084025445,7.3507216300670875,2.4747420927135133
1.0,1.1409636847544373,0.8570618570536302,2.5969958997068705,1.8401625291370476,0.24371496479655597
1.0,3.349824285446319,7.100310063237333,3.9576185719855643,2.127601293773147,6.126067882096462
1.0,1.1096142664734132,3.2823937032490007,2.1598270746263917,0.8749208190882224,1.6914239816694994
1.0,3.1577584818974715,1.4422624228090373,2.935271638484452,0.22680278310082622,3.435994035924826
1.0,4.238721325141887,4.350848139842251,2.088644830528128,6.743450823780256,2.8390357354123474
1.0,0.4781670713226318,1.5151939072321545,10.198470307044591,1.2335508377238948,0.38624448553187607
1.0,2.0616835142858405,2.310426522930418,1.5939497643057072,1.5620450404409236,0.4557426322638099
1.0,1.0176106893176846,2.0113781775388713,1.8362219939087934,0.05233675497184348,1.5751713703733732
1.0,2.107618306559969,5.783568439593245,3.280719795536542,1.203946531838854,0.8712780664627783
1.0,2.350859655113056,5.6375883480041855,0.2674284175643809,5.138335083400057,2.5460008791222095
1.0,2.7729173182475977,0.7178546214980848,0.43026288247184996,8.135944248045206,2.668587304457459
1.0,1.9456508859921589,0.10944548264804951,0.043223276090551016,5.454755668593694,0.5048504430738002
1.0,2.2885144710215366,2.788132308203636,3.048829783577533,6.020103841652806,0.21475949639092978
1.0,-0.30383610528265326,0.15240488705602914,8.674390433306394,0.0192947761159203,2.3744446070239746
1.0,1.037771900328258,0.1634453898091397,1.2423117647980113,3.0071880372596747,0.8397924684732356
1.0,0.493601998765937,0.7577347829423132,0.9459723786564989,2.1308631595128142,0.6317858515564073
1.0,2.4641944535351525,1.000358115284052,0.9355063442033301,1.1896535431296724,1.4610320984713507
