X,Y,Z1,Z2,Z3,Z4
1,3.0873097218274594,1.1463481869772254,10.170299526797823,1,1
1,2.130075040406288,13.909170996122226,2.2973304962012078,0,0
1,2.0944631026148683,13.333644066172628,9.714629872067688,1,0
1,2.8820314114031067,6.178563563465812,9.422689516765473,1,1
1,2.8733931697043227,9.033443576419911,4.709482852821249,0,1
1,1.2662339538338667,8.559151911924257,1.4127381879956038,1,1
1,0.6542311953492519,7.315312871751453,0.22026268642034527,0,0
1,1.5359260884807946,2.2711986848338257,0.6132829457760636,0,0
1,3.2621379725210433,0.6991457404057667,5.180266092488811,1,0
1,1.8111273510065031,1.1615709792675424,4.6476626085869475,0,1
1,0.22646753216396198,2.296558409328164,5.622787383775251,0,1
1,0.8890494610156261,3.463486287219158,0.8457421817798353,0,0
1,1.8308230874776479,0.5039140223207219,10.639074607731565,1,0
1,1.3135379443011823,9.231089697011011,4.424445714019752,1,0
1,1.9248247636289042,7.449139073821316,11.95562853286047,1,1
1,1.8570297417165809,10.056098831401917,1.3203103239897993,0,0
1,2.299940052500703,8.9111143188058,9.466809503796258,0,0
1,2.9424801705197376,4.094389698759242,3.5630397853201505,1,1
1,2.297845891600623,8.918609904782032,3.2191476804712447,1,1
1,3.25318088576162,11.545242440506957,17.752330759548645,1,1
1,-0.020748941805467602,0.9663123576044476,1.540581732293755,1,0
1,1.174280951125812,1.6186002435527915,4.548686773660316,1,0
1,2.1026225462739387,2.5656257736689505,6.304956058465144,0,0
1,1.9676802526445614,3.1769943499832287,11.430779165485568,1,0
1,2.502809231678802,1.080335784308523,2.2395448850780686,0,0
1,1.6620041038859261,6.219493836707424,0.16061944831208227,0,0
1,2.5966386261829975,1.7911718191944295,15.257661967838871,0,0
1,1.3649436420619234,11.677290038224054,2.400723665171705,1,0
1,1.7890784964602315,8.7579234652182,2.5861911159012645,0,0
1,0.40473788906196373,2.884918430120962,5.964113938807471,0,0
1,1.317510400080017,1.7075126937985132,1.0300281239380253,0,1
1,2.0941566294529896,7.175429633606608,3.3628194531793625,0,0
1,1.7302804404243712,0.9721949542659052,2.4378191851893134,0,0
1,3.955843725032125,27.815245429624532,28.80990591957898,0,1
1,1.0387305973483705,6.06734194510011,1.0756084954186147,1,1
1,1.455336038218579,1.188722258739099,32.119292137842315,0,0
1,1.6968606454342063,0.7075124270256713,2.5903907684781418,1,0
1,1.8815048770132654,14.975326175212826,4.892032441906463,0,0
1,2.586599596558248,21.286763276347017,6.171842888857552,1,1
1,3.1679070849304996,2.0249568363382786,18.83832117681874,1,1
1,2.6992684877288986,2.976325928664912,45.25727211895343,0,1
1,0.7920917757001815,3.492349231655193,2.859782460707201,0,0
1,2.4070702457047077,3.11413990131492,24.681870592493663,0,1
1,1.8785584648222455,0.831566142945841,2.436701870557826,1,1
1,2.4762399007928555,18.369905950277182,4.048263273612945,0,1
1,2.3356965943049097,23.765634028513585,10.9731499070342,1,0
1,2.7632199281328296,6.596678405449589,18.202657311817457,0,1
1,-0.6537492718306042,0.916228533647523,0.5867229698837864,1,0
1,1.8240939130095202,3.09812229630911,8.373519806458756,1,1
1,1.4582344028145204,0.04763352884461163,4.312719086235057,0,1
1,2.346328517444993,4.4838960996901145,7.405412394498154,1,1
1,2.3782776019253733,3.1048969614475124,26.56754952842584,0,1
1,1.4466330566774213,4.093159590767554,3.4616432489262032,1,1
1,1.578598748793348,1.256357349917792,2.512967580898027,1,1
1,2.2411555239725485,13.152163542607726,18.82814956261169,1,0
1,2.7631839706647523,8.830201820378196,22.06108221181038,0,1
1,1.63325744742878,2.636605775004086,0.964059065645118,1,1
1,2.367105117012498,7.449471943091878,8.8335362387447,1,1
1,2.323045792443708,5.638924561691875,5.031664978380801,1,0
1,0.34245391383257306,11.336810204462763,0.4088430155671753,0,1
1,2.008690173074827,2.2761355527743796,2.824834651642761,0,0
1,4.142431406626291,7.845809039414723,7.727040786395237,0,0
1,1.477894616635979,13.601816251431774,1.5357494044529039,0,0
1,1.4653179098266955,0.5405620488221766,6.501695424194379,1,0
1,2.378465747903811,12.244863840829586,13.693883951590339,0,0
1,2.1810370125336322,8.258752498704187,2.645789323268509,1,0
1,3.664583297561169,16.636982947717296,22.030968499236867,0,1
1,1.2905991061958955,7.1887115269275315,0.7561934194893167,0,0
1,1.075989585211663,6.201645736985819,2.1870346307493693,0,1
1,3.1642374400856106,8.90886580842205,3.687764212230351,0,1
1,1.2673474273662024,0.7505911310318185,2.97497789200252,1,1
1,1.8164347298190568,0.46791705839635284,0.4380148260354013,0,0
1,0.6226312686353423,0.14881228583230208,1.1790437931807174,0,0
1,2.330035866129739,18.697909555304573,2.0275159128512446,1,0
1,1.415726410221926,8.388101689482324,5.553743020644518,1,0
1,2.191502447614034,9.9803585542814,15.150135668900822,0,0
1,2.1943210959183572,5.974492753896165,1.3257748481460827,1,0
1,2.685056215157287,17.710881802806647,3.1293493832332624,0,0
1,1.476310042905408,1.1194911516179282,0.5952557476993974,1,1
1,1.4477485305752906,3.8283399413529784,8.86149252066379,0,1
1,2.6765096133642583,3.8394770926378357,4.419055395982114,0,1
1,4.13519300653101,31.72751087581552,7.2170161192162015,0,0
1,2.2152831668801842,2.380112133488177,16.236092275717542,0,1
1,2.4127436897597367,4.4510391501802955,4.610183935122905,1,0
1,1.0667706797226688,3.099925084832322,0.19836441202672,0,0
1,2.380021809658877,14.043715258131696,6.235736076933899,1,1
1,2.0132346221497186,2.6584384881182195,2.6676573887067225,1,0
1,0.24363071927765967,0.16675115047463576,3.7592495720011816,1,0
1,1.8346015602404468,8.356316754172559,11.159426067102084,1,0
1,3.190106856392481,3.3201618279495526,1.6504744821848176,1,0
1,3.750825268542826,24.846854647046218,25.473783543740154,1,1
1,2.304970531369177,6.9933471157431955,1.8284015235849969,0,1
1,1.0377123913314086,1.2621747579994946,6.148589820663662,0,1
1,-0.6513596588626847,0.2930326651793046,11.092491473147142,1,1
1,1.3666666423725373,0.8129667542670741,22.273100208106037,1,0
0,-0.9075988285676424,1.723925861414065,1.344531989021889,0,0
1,3.080042470903167,12.411911958394999,13.272190307319063,1,1
1,2.7106304575200264,3.2074107162466543,34.12158153966211,0,0
1,1.4712925991546362,2.131020048462532,3.8128215883821666,1,0
1,1.0333812427551132,0.5556518303739693,14.61013222204833,1,0
1,1.0591665409166033,1.1614944746148055,0.549128577304759,0,0
1,0.2960081298288506,1.9955378409848346,5.0231412008704455,0,1
1,2.4845799897593124,6.2494341609118464,11.486172635497324,1,0
1,3.1296037929458778,2.552838536003942,23.770482190209925,0,1
1,2.0130268825815305,17.68917732945619,6.131077457083885,0,0
1,3.4626899665108546,8.890415842410002,6.432682392704535,1,1
1,3.5693641828518055,8.360829424601851,10.67417035738778,1,1
1,1.5911052486354516,1.4024775783209564,0.8292764663678105,0,1
1,1.9261362200920855,40.78400412176231,4.179733103302411,1,1
1,3.183003836339257,20.084971213029064,6.19515796527015,1,1
1,1.0096197306917465,0.434957281360222,9.086113347717907,1,1
1,2.3002930081624893,6.46807625043519,5.82645543606272,0,1
1,2.7201947633199666,3.3024113844583267,1.2407207733139698,0,1
1,1.3856636882942142,7.4868295501638995,5.091979871022917,0,0
1,3.3550848957942336,24.77219811584219,37.67213688800283,0,1
1,2.014417285559534,10.59887034116093,2.2208863285487284,1,1
1,2.5504292328668408,6.999912916871719,20.52337515402852,0,0
1,0.28113871435430005,3.2370231049547864,8.102483675775714,1,0
1,2.34115763435922,15.309190397207812,7.287020104272146,0,1
1,2.21419149948489,0.7759885534103712,14.456901696857647,1,0
1,1.7908472081944637,11.69728113958312,15.421959848522402,1,1
1,1.807661982080156,3.607539060374988,5.087241292949521,1,0
1,1.905849548698577,6.093522719136729,1.0021823724150212,1,0
1,2.149117013850406,0.8603798588033558,6.649659940449471,1,0
1,2.229886376661998,10.419775815614097,10.068973595974493,1,1
1,0.4617806604969308,18.971573733779465,0.21428406417181467,1,1
1,0.9583070436508703,0.22635243142027506,6.133551584509035,0,1
1,0.8447116650945976,0.29315257540062967,4.30271919336391,1,0
1,0.7152118009304442,1.5750366421401818,0.09336780312594875,0,0
1,2.2270307693708897,6.143211612977922,4.167928524555402,1,1
1,3.000212467689737,17.787578670407306,9.934454475276455,0,0
1,3.812426630018166,16.63426639885211,6.02003673208304,1,0
1,2.3832170248873883,2.167859233093877,6.922150290030652,0,0
1,2.9414021434181192,16.31191603118152,10.856545842277884,0,1
1,2.8016831633429864,2.032001731406202,1.9451290631707918,0,1
1,1.7713328908211752,7.064196626355683,6.254413195306902,1,1
1,1.192141341764437,3.6248491996452326,7.198719632337981,1,1
1,3.689019896245597,10.117267596107995,3.398892979744828,1,0
1,3.288933583391267,3.890042399413489,14.45233042229004,1,0
1,0.6135091888471735,0.22372827678301765,3.6080951392689142,1,0
1,3.37386088018358,12.596202728740838,16.60291444604892,1,0
1,0.6591541299522152,4.207874034403652,10.466508883209032,0,1
1,3.1904295138618175,9.450777254619451,10.41264832953102,0,0
