X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
1,1.9311192699287052,2.440135492546924,1.124452158723035,2.447472927963661,3.6384139387033554,4.264949193937045,1,0,0,0,0
1,1.6727063880310817,0.697072326991723,2.6330384156744358,3.2909065555109653,5.396607543196635,6.2230022390693,1,1,0,1,0
1,1.1281422605482092,0.5469745546973461,12.217378406868635,1.2416026752269196,1.329060536972687,6.584446456302302,0,1,0,1,0
1,1.8323260544520465,8.532465572259882,0.7929800496431949,2.366469432463664,0.27438491115235425,0.914068968462653,0,0,0,0,0
1,1.8083581447330086,4.058853044191968,0.1255575270641041,2.8605259011475628,5.999785927727074,2.276282105687347,0,1,0,0,1
1,1.3958944808069202,10.109440634716462,0.6923589885050793,0.5304159155579145,7.301174673989267,1.2588421831037702,1,1,1,0,1
1,2.1260013761711325,15.585805919827017,3.3189369048818698,1.9020575451534525,0.7039090114478006,5.392615439154875,1,0,1,0,1
0,1.0433418817828508,1.7698187301428632,1.9824684282238183,3.262311671723796,5.016657790882092,1.3273338385993032,1,0,0,1,0
1,1.3878719349888897,1.7194051888260165,0.4732001462447467,0.0937625282490621,7.436847780399068,5.769497454121377,0,0,1,1,0
1,1.2119922474643605,2.0336116811147025,0.4500177460667243,1.8010897638789893,1.33069198238439,4.704315435559154,0,1,1,1,0
1,1.68793594462282,0.45531986307133365,8.987473056452465,2.1629356713956036,2.5068272770587257,1.857774160231082,1,1,0,0,0
1,3.1994246383456604,1.7217497705752154,0.25456522136650866,2.9901364546753637,14.820423493687494,0.1400122687784198,0,1,1,1,1
1,3.3613162781275063,2.729928916211696,8.932469235233714,2.87721028437126,3.8953750039682618,15.967345408325254,0,0,0,0,1
1,5.086654988214011,9.541078536665468,4.222340084573806,12.805084694867757,5.128068563814704,3.5965804261414194,0,1,1,1,0
1,-0.8813254133162634,1.1739653589933805,0.23663253087821076,1.8303246080041875,0.38847329350215104,4.702563020479872,1,1,0,1,1
1,1.1262247105856007,4.805132788299956,0.735559026910652,0.9029811797460383,1.2333944131851633,6.35659466128322,0,1,1,0,1
1,2.365017231246742,1.3550439723573426,0.9265870185662095,2.617563032288449,2.4011382370851306,4.146402979098321,0,0,1,0,0
1,2.0040979875060225,6.463291451531119,4.4828307697076495,4.212012323893945,2.790110372441648,1.3179456375887817,1,1,0,0,0
1,1.6278244624491844,2.254428258787491,6.988948335658109,4.256813943323591,6.231744963064471,2.11440518082264,1,1,1,0,0
1,0.339322856500309,5.579052560116471,0.6565344275069378,0.525454416748382,0.09678080047551073,8.100674389739337,0,1,0,0,1
0,-0.7526353211074936,0.3995892521102289,1.1178222785961356,1.359365687919892,4.23451013703027,0.3270816983959348,1,1,0,1,1
1,2.1819122571272027,1.932548203232717,0.11363003746985346,14.634812387466232,5.8348699367278245,0.42538899701239463,0,0,1,0,1
1,1.9073603141785338,10.123193964150826,2.5098912657550687,2.8334447942108856,0.4218218300558861,6.529425054441974,0,0,0,0,1
1,1.3581976017758275,2.8082785373615877,1.2441618366326652,0.5966996775929008,11.788796805128488,3.2846626205631093,1,0,1,0,1
1,1.1721834406286928,0.9492291131265009,0.3979678981172709,0.029712484422989807,6.05757093970777,2.8458133882325467,1,1,1,1,0
1,1.5219814052846872,0.8249555190297869,1.6767501564212555,6.712529782246263,4.666057537513508,2.2965162161030395,0,1,0,0,0
1,2.6628511562842245,0.08413143313694048,9.75830604852842,5.998940888298866,2.7216936698633463,4.0858791304988005,0,0,1,1,0
1,2.683620386805533,2.3358877448853868,1.8070073909557307,0.7378858147031462,2.076693422608875,7.285762620723033,0,0,1,1,0
