X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
1,2.9348770083966063,0.569259662680817,5.050421280164526,4.964994118480806,3.259596564524031,2.730091767264208,1,1,1,1,0
1,3.453134342908337,6.907089904596019,1.1408205623653465,2.5562046438423214,0.4457680949095682,2.0384668540135618,0,1,1,0,0
1,1.3291771932861423,6.62129168924686,4.824142426241835,0.4447016110818592,1.3232185905703542,3.0373372571488013,1,0,1,0,1
1,1.6726740289915762,3.068183864158204,4.679169136215112,4.860888229157166,2.6146215540477633,5.704814073001868,0,1,0,0,0
1,2.401342316957374,4.485875322679038,2.338659973168674,0.13825909259577174,2.1417623847738225,6.383924793927224,0,1,1,0,1
1,1.7046907969398393,4.250349052379732,0.7015450222635223,0.2486732094604028,6.323683363345541,4.233782589242648,1,1,1,0,1
1,1.2507231306661022,3.632676864747904,0.10937921304995914,4.8357234503422895,6.9608130762372875,4.754709822621755,0,0,1,0,1
1,1.5421391158161384,1.1278438888788551,0.30454729793829705,0.4307774587319187,0.15694830389130035,0.5877820420422766,1,1,1,1,0
1,2.7259927925623253,0.3471854998938676,2.572444011258894,3.7680882679301955,5.177959369644097,7.090121963391729,1,0,0,1,1
1,1.170283150905139,0.5768190776148576,2.3079609484051242,2.7608568080325875,0.07616131498527531,1.7827244976145056,0,0,1,1,1
1,2.509536992195142,1.1404371553709425,2.792193581126538,2.3964927255198187,3.0665490520795418,4.701139956811683,1,0,0,0,1
1,3.024631923349965,1.7199163901161065,0.41998313826834904,8.906559757820945,0.0624252963121232,3.854708607126331,0,1,1,0,0
1,2.141972378420136,0.2502362978588868,5.283208096139851,1.2675688750208862,1.9227430709600153,3.5457671181905637,1,1,1,1,0
1,3.9935084892235415,4.584023481515963,2.197114719005098,11.984609727077213,8.608455012527022,4.135402761264,1,1,1,0,0
1,2.0369724477945215,3.6991329899580174,5.93698942700776,2.264429537157137,3.5582197503637496,0.831625782015996,1,0,0,1,1
1,0.6589725866009086,4.993710893148159,0.6556467033374088,0.3981960492936648,0.23422361528005017,3.4427391248172627,1,1,0,0,1
1,2.6200007400576353,4.425128411124158,4.701078473378067,8.174218930797226,7.002359807265848,14.281646011879703,0,0,0,1,1
1,2.2410434569169846,2.0332137523987757,1.7693531942140854,0.5532029502111304,9.090193517829167,1.8348058457481669,1,0,0,1,0
0,1.5190340424137463,4.428850608963259,1.5985814288562243,0.7356528906744852,10.948109379256588,1.0900301747571834,1,1,0,0,1
1,1.0789182845610505,5.733197724664621,8.815546563236047,2.238959200117024,10.842938422840154,3.083714421328359,0,1,1,1,0
1,2.5162219964029164,0.47985651565839776,0.7650302475465902,4.2634571243165595,1.7284224705393596,19.53942969398855,0,1,1,0,0
1,1.717649427127245,0.8037730936615125,2.258811003350075,11.660291790790353,1.1371917880529423,3.8866346145055313,0,1,0,0,0
1,2.855092538878568,1.2740520542324658,3.130948519684402,3.520675557424072,2.043676392507606,2.8999196573823416,1,1,1,0,0
1,3.861884679866727,1.5776487044300134,5.676356944465166,4.593736907967394,2.707222596641444,4.390123100204241,1,1,1,0,0
1,1.3112070106057923,0.5364788736475786,1.11212507711099,4.8297579728948365,2.7829173474375843,0.6044541573410167,0,0,0,0,1
1,2.7798607028109164,3.088509236330155,0.07976125753486397,2.6627423357212088,4.227667610805119,1.4829121427721994,1,0,1,0,0
1,1.7840148406145315,0.8894696019772774,7.576730703445901,3.6523951284095437,1.684186381450641,5.235171446124373,0,1,0,0,0
1,2.1555085658428603,5.798770621091893,1.1921640905885171,10.403814541136496,9.759379219531795,3.5415854252182304,0,0,0,0,0
0,1.7727445472564625,4.349056084557294,1.2842645009524738,3.275851149070825,18.044709987050087,0.08128937251524698,1,0,0,0,0
1,1.7520001961872897,1.4326080950350542,2.961691332149288,4.869334341825645,2.597269885101776,8.089754639938183,1,1,0,1,0
1,2.1135448461119513,0.8479257097776227,0.5114968288394599,3.2125857316489355,0.1479690153758777,3.2742002461414534,0,0,1,1,1
1,2.7602468386176464,3.5632129044384198,1.6699267197527354,3.150282516772558,2.9418588588264916,2.725700753401533,0,1,0,0,1
1,1.1636047027664576,0.48277772670861,1.2105851806657617,5.789492348033431,19.233994921400587,3.867112512290783,0,0,0,0,1
1,3.2011798690330817,13.812642101702714,14.306575883276055,3.744213866679535,0.45530650232283904,2.1158885039435935,1,0,1,1,1
1,2.3907868597396154,3.0129528430138994,0.5341313714580738,2.844857591642316,6.758229837811209,5.9353002611034125,1,1,0,0,0
1,2.587400099970493,0.590302003979566,15.949968443835456,5.904200952125888,9.211921889090357,4.271462223157342,1,1,0,1,1
1,1.4931172803148667,0.3513402735107405,1.286349986703181,4.470893815542264,2.859238623018517,4.144127364983699,1,0,0,0,1
1,2.519621986924331,7.436526898093508,2.429311416321552,16.25235053440834,2.414031885662657,4.067734890155816,0,0,1,1,0
1,1.651515039953983,10.570693808320604,3.0648464759161778,1.418114315014425,2.0535101767857853,2.012941957458121,0,1,0,0,1
1,2.0038755256291902,1.0055638057375358,9.354833444510678,2.6371260340217044,0.018498423157099653,0.6603876259898598,0,1,1,0,1
1,3.1719693323183256,1.4779997154683144,22.474096223960977,4.782233902765778,2.719179337456393,0.3818317081160197,1,0,0,0,0
1,1.3718040323705112,1.7342493041471898,1.42012594202763,3.0075090782160117,3.7540992921513694,4.069409592150838,1,0,1,0,0
1,4.6861484431748375,1.5464361089434195,12.256654206313724,0.9794205142535821,2.3289529320802207,2.661565713640418,0,0,0,1,1
1,3.1888800411865086,0.4129435257174111,1.2100303386400537,2.0513632886199455,4.740180135724959,12.49374453976051,0,1,0,1,1
1,2.967159946474263,9.122225326938016,2.01030804755469,1.9499174523341714,2.266260585617932,0.6321415234563801,0,1,1,0,0
1,2.2516772399621576,11.80166459384488,5.449104980133256,0.16289971319844515,4.75044549452476,1.1946242524562731,0,0,1,0,0
1,1.633015515170733,3.275813549984415,9.039172110999793,3.4634173730835864,3.0370737071426555,5.177373260551171,0,1,0,0,1
1,1.183669820255378,0.4549856247237129,0.29135800424113806,0.19268458744037226,2.5189491961564485,9.942190589227222,0,1,0,1,0
1,2.296882763426843,1.538482001695599,4.158166876893706,10.09439697818807,1.1369661238402882,9.277814353140078,1,1,1,0,0
1,0.43638518785003555,0.023654110391958336,2.141632917605046,4.402648242304101,1.206435973615371,0.9330547865860939,1,0,1,1,1
1,3.1448738361749085,2.2266369068337317,3.6774189636225354,7.476591387047423,4.619292150347934,10.429993866668319,0,0,1,1,0
1,2.2354415625315815,1.5418462008414373,13.193054653566664,20.947145047571873,0.045147355958834345,5.848630164749885,0,0,0,1,1
1,1.0315913253437858,2.0326028988480274,1.7190011643855005,11.945589492416207,1.8632033721879877,0.22022013069778718,1,0,0,0,0
1,0.6612257797283163,0.623888596279497,1.2479027695782103,0.9017252082538454,1.0988438808642171,0.17230341565902918,0,1,0,1,1
1,3.021832711468962,6.531171128320159,9.349782370379621,2.238396854592638,2.5861051780112603,15.237516014896618,0,1,1,0,1
1,2.3009079162642365,4.384948453511964,10.955209212119117,5.937470053287892,1.4819111339376858,0.1547464271638152,1,1,0,0,1
1,2.260797039210932,1.309299679758589,0.47873756398624334,12.937026462191945,11.971253897232659,1.2022718345716121,1,0,1,0,0
1,2.4218426538626474,3.699298287945862,4.386604276669462,4.620219245598369,1.5903026109412066,0.8988309179243518,1,1,0,0,0
1,3.465576299937415,2.8002070665246004,2.498650881865826,4.125081883519657,1.5287825128387913,7.238303454248757,0,1,0,0,0
1,2.6296369743474077,5.629693339408693,0.2030254330884217,1.1536957275109847,2.3778531631532775,2.7856555445381828,1,1,0,0,0
1,2.206285148520255,1.130295464944893,1.402771373646521,9.051906560038605,1.7824688554761579,2.2720155205679102,0,0,0,1,1
1,1.9339252552888397,3.896113465327147,3.8371348963206904,5.169225186924837,5.625391622908061,8.24746978261244,0,1,0,0,0
1,1.3875050981740673,6.754462055332179,0.7626305845577215,3.0543134573679103,5.809756610381183,0.4442978439447976,0,0,0,0,0
1,1.893222936675536,0.26843516923246735,3.228646397382783,4.802389536337103,2.86773862741086,1.7801231806289408,1,0,0,1,1
1,0.3335584576625241,6.080619430282805,6.800181522184796,1.2232446595685107,2.088862822685537,1.360413615681763,1,0,0,1,0
1,2.0545504756412125,4.101175118507081,1.3138600948633603,1.185977633704176,8.565061432246859,5.399544924779441,0,0,1,1,0
1,2.945724397227993,8.261681231264694,10.940255185012512,3.725841646441818,0.5402107324272121,1.5210451080563294,1,0,0,1,1
1,0.9667870796210478,3.5698084974681157,0.37551453894216713,3.2881531838092313,2.7907823991492022,0.679919346971125,0,1,1,1,0
0,0.24381937258025999,3.0796461323078033,1.0860492565130087,0.3269474399061391,3.4029140483777396,0.9617213042449249,0,0,1,0,0
1,1.6062809247639993,4.424011833912165,1.831289511641497,2.7743896864232274,1.4401960185751903,6.173167680173935,1,1,1,1,1
1,0.5507051989450535,0.37273252482657326,1.4773303002727984,0.6175726021692456,1.436373156134391,1.848985048620541,0,1,1,0,0
1,1.064730996127049,0.2323607345929356,0.21751172545193115,0.16712981043025094,7.061578676220333,2.281111745094754,1,1,1,1,1
1,1.416064298773398,0.07389799416792779,0.5854958202200223,6.544979398102252,1.996608812663534,3.2114457711232878,0,1,1,1,1
0,1.31979212307495,9.28510709678522,1.0068346055251522,0.7882772296986139,3.975148448286674,0.7514709120794508,0,0,1,1,1
1,1.1265933119664733,4.165408025704815,2.7579071650861784,7.054564368011828,1.0030277987692073,5.5123240378650324,0,1,1,0,0
1,3.205446549475666,4.956099384625022,7.523334723622184,1.9754586097673603,5.685045049383453,3.6102522480847665,0,0,1,1,0
0,0.7107489177810755,2.966845299193102,0.6583603057256323,0.9690943164105031,5.226618789380232,0.26047506355499783,1,1,1,0,0
1,2.5162924040540546,8.794963620460486,1.5539889141423497,9.221764106403498,9.090161458819539,0.8307455743736556,0,0,0,1,1
1,1.988880642819554,0.5559228536179838,0.29559525630488787,2.4196129981455514,3.753500259818884,5.398064980775981,0,1,1,0,0
1,1.4430040215579223,1.9010973527935557,4.400486955419131,1.933673910454838,1.7247338276271857,0.4137973583076584,0,1,0,0,1
1,3.0963096397479344,1.9066278984477174,2.1944379662848457,3.3497836495641393,1.5148501973604145,17.532930211716707,1,0,1,1,0
1,2.695157360346381,15.755415626812098,3.5838641420284767,5.133030012208996,5.092701171514084,1.7123441423136527,0,0,0,0,0
1,1.9336025807032513,1.1819287068658464,8.062604815122553,0.4642454822692985,1.3358640996586078,9.45230267306453,1,1,0,1,1
1,1.4882874443130807,2.210320628579739,2.2893495899572835,5.9580746665692,3.4364226833998193,6.238965708294158,0,1,1,0,1
1,2.35089779874992,1.5393772399820695,0.09850485180769308,2.411607136981274,2.041702191634448,10.010770908576221,0,0,0,0,0
1,1.3708194788473174,6.973902607819381,3.0965748941272726,4.868921445541453,0.0060490968338097525,0.417113822631662,1,0,1,1,1
1,2.17555773150966,1.3201414842329615,1.3247194547823262,4.4877425546599214,3.1756504671782064,0.6893846349035849,0,0,0,1,0
