X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
1,1.4467518365578313,0.24547436164683584,1.9690902650626878,0.6179284409082628,10.376993279289247,1.372644263954749,1,0,1,1,1
1,2.1120617202742413,0.18767972295426782,12.649224184766421,4.717807593022253,11.348728296194343,1.3647074139080524,1,1,0,0,1
1,2.376299458622502,0.07390325532242839,7.820795769877754,5.08065736523837,2.8754979746851372,0.1323718865157386,0,1,1,0,0
1,2.1444371915048115,2.1750565538141378,0.16077570447160483,0.7500234718139498,5.013519895054433,3.9380084044718893,1,1,1,1,1
1,3.1951335845111224,0.4550943075813211,15.84679077094591,3.7901851301852063,7.905549725427069,1.8773993509543714,0,1,1,1,0
1,1.5873830530845647,1.2654365332194664,9.527531242090268,1.0699612905126568,5.9028000729267704,2.5113462394367785,0,0,0,1,1
1,2.5879199992978856,0.4014630592012126,6.648015479355768,3.2650241747242865,0.41154681494138345,1.8041188570041657,1,0,0,0,0
1,0.39991015838172483,3.0782893479065208,0.8430873034103362,14.287214001449266,4.255186455667515,0.5716791335907382,1,1,0,0,0
1,1.124394894572027,5.266041291661612,1.637050486730962,1.3365103339182938,1.7524924303775955,6.039489885257064,0,0,0,0,0
1,2.3624620586624694,0.957227260853198,1.66616792800131,5.265364791359689,0.9247869691478401,1.1124503156872896,1,1,0,0,0
1,2.9892927634097646,1.0072932728922555,3.0495573596053758,6.912754177154331,2.1778185690807192,2.4447676182550877,0,0,1,1,1
1,2.9235164742436344,12.569151843131253,4.459130235005305,4.206027774149393,7.564995769598917,0.31310440817603463,0,1,1,1,1
1,0.48239369378689,0.1323172151601373,1.569497352986917,0.1198378218814835,0.1913295172269,2.5148834722968347,0,1,1,1,1
1,1.8209631755774334,0.04212282553604239,3.7555577485543137,0.29372809155132956,5.52467470788299,3.470000512883833,0,1,1,0,1
1,2.203221221858675,4.593022974855508,3.5773376338359517,1.7132779269999572,0.7201290043165525,3.1975810622892538,0,1,1,1,0
1,1.922777611284164,0.9664562735514851,3.173043654471408,2.6353382409509583,3.184741566544318,5.625039330749272,0,1,1,1,0
1,1.4478897359251528,5.0274268167754474,0.987142709136836,0.17609154012347475,2.1662619645102876,1.0842309795410519,0,0,1,1,0
1,1.0014373434706219,0.3728510577083201,1.4267607171776915,0.22832919522339398,3.145318796160847,1.871918603302694,1,1,1,0,0
1,1.5709358045032045,0.7754835482406508,2.010083450432611,2.447311064866412,0.9871516018456442,1.7799434256382958,0,0,1,0,1
1,2.229835954592899,0.24012273509230062,7.256533467239063,3.163102659085164,3.1539336809340486,8.237882857300184,1,0,1,1,1
1,2.0198791918461345,5.873900495362955,2.0648012261090445,0.4214629957932551,4.006567036864154,6.365113233080804,1,0,0,1,1
1,1.2714696076164558,2.3408051626350774,2.8713381300022136,1.3179021217182028,4.619278063495029,0.861587159974696,0,0,1,0,0
1,2.9192470830012107,3.1723910033943534,1.8884187170949838,8.506019344807866,1.8414325361508517,1.3254868689169543,0,1,0,0,0
1,0.011814970652084478,1.2422710171503908,2.659557697031154,4.078216086430792,3.254814776019141,3.6374797879503564,1,1,0,0,1
1,1.9049040070828833,10.097480855160127,0.4191161277119531,3.4859570847840504,11.26933984300432,0.6227656338019611,0,1,0,0,1
0,0.6732980907798443,3.805223386783732,2.376592831291134,2.525376631953905,7.815736681641086,0.9067445385451804,0,0,1,0,0
1,3.5972913847830443,10.636316422879782,1.0270622346656004,2.295143205212167,10.152497935895127,7.417190958966867,1,1,1,0,1
1,2.7579532866851153,1.1276499513577136,11.43719692389524,2.669157098937233,2.6301623888756893,0.25403087585476375,1,0,0,1,0
0,1.3481642408280448,0.2887248792087799,4.129732199863296,1.621539405278581,3.0533280629158726,1.3054947260355316,0,0,1,0,1
1,1.1430156996098793,1.1255474814154764,0.16432373269175657,1.9468292881620974,2.318501480144234,3.1400347342476755,0,1,0,1,0
1,2.427211291720624,2.5186683699615915,9.238125540711192,0.051271028881559884,16.234128139350698,2.1733226362034634,1,1,1,1,0
1,2.2860763104157518,1.5433206640087886,4.5733508306167785,3.60564330929315,6.847674882381246,0.6847510635354472,1,1,1,1,0
1,1.581597083508807,4.419669622821086,2.3144773264311436,4.552314232274607,1.7788173783962262,2.642313792642831,0,1,1,0,0
1,1.2438442320376493,7.949021111358423,2.358245314446773,1.5265175703008425,0.5581237493029908,1.4144864240932977,1,0,0,1,0
1,2.925751227001332,4.942574180314218,0.5548269581205721,7.621214495418411,2.6136478562169465,7.191034834847013,0,1,0,0,1
1,0.2136276569097766,1.233537510815715,6.017063534177582,3.399249950708414,0.1814812664800991,3.12612915423403,0,1,0,1,0
1,2.1887407664971468,2.7921964437749116,6.380834520652865,0.04385959889208616,1.0998531789374462,1.437329702918777,1,1,0,1,0
1,2.7609731232417425,1.4855060507362727,1.101456372535429,9.258848959100105,6.0712584709406086,0.04642654051052427,0,1,0,1,1
1,2.1966054902394263,0.7815874710986462,5.68736163966326,3.8437573449714586,3.1386751985992984,2.8386082455885235,1,0,0,1,0
